SMILES,T,p,phi,LFS (cm/s)
CO,343,1,1.403419,47.44742
CO,343,1,1.504274,38.22884
CCO,343,1,0.7008547,24.2162
CCO,343,1,0.7982906,35.92194
CCO,343,1,0.9025641,42.24643
CCO,343,1,1.003419,52.51698
CCO,343,1,1.104274,57.28753
CCO,343,1,1.2,56.79783
CCO,343,1,1.302564,53.79643
CCO,343,1,1.403419,47.44742
CCO,343,1,1.504274,38.22884
C=C=C,373,1,0.6801105,52.5816
C=C=C,373,1,0.7077348,57.12166
C=C=C,373,1,0.8209945,73.1454
C=C=C,373,1,0.8872928,79.5549
C=C=C,373,1,0.9895028,87.83383
C=C=C,373,1,1.094475,90.77151
C=C=C,373,1,1.19116,90.23739
C=C=C,373,1,1.301657,85.1632
C=C=C,373,1,1.403867,75.54896
C=C=C,373,1,1.503315,55.25223
C=C=C,373,2,0.5779006,29.61424
C=C=C,373,2,0.6939227,47.50742
C=C=C,373,2,0.7878453,61.66172
C=C=C,373,2,0.901105,71.0089
C=C=C,373,2,1.014365,79.5549
C=C=C,373,2,1.094475,80.89021
C=C=C,373,2,1.20221,78.75371
C=C=C,373,2,1.296133,73.1454
C=C=C,373,2,1.398343,61.92878
C=C=C,373,2,1.49779,48.84273
C#CC,373,1,0.7075216,59.96101
C#CC,373,1,0.7720762,70.48733
C#CC,373,1,0.8399238,77.50487
C#CC,373,1,0.9077588,85.30214
C#CC,373,1,1.001509,91.53996
C#CC,373,1,1.130902,95.04873
C#CC,373,1,1.208629,91.53996
C#CC,373,1,1.299326,86.47173
C#CC,373,1,1.425735,74.38596
C#CC,373,1,1.490586,66.58869
C#CC,373,1,1.536114,52.94347
C#CC,373,2,0.7108714,52.94347
C#CC,373,2,0.7302384,56.06238
C#CC,373,2,0.7754386,62.69006
C#CC,373,2,0.8012844,65.4191
C#CC,373,2,0.8949715,75.55556
C#CC,373,2,1.004884,82.96296
C#CC,373,2,1.105163,85.69201
C#CC,373,2,1.208774,82.5731
C#CC,373,2,1.283302,76.72515
C#CC,373,2,1.425867,66.19883
C#CC,373,2,1.490781,54.50292
C#C,298,1,0.5965621,63.43284
C#C,298,1,0.7977038,106.3433
C#C,298,1,1.001971,127.6119
C#C,298,1,1.105943,134.3284
C#C,298,1,1.201818,138.0597
C#C,298,1,1.305536,138.4328
C#C,298,1,1.401099,134.3284
C#C,298,1,1.59977,115.2985
C#C,298,1,1.707031,104.4776
C#C,298,1,2.000967,73.8806
C#C,298,2,0.7019608,74.96512
C#C,298,2,0.8,84.49273
C#C,298,2,0.8980392,108.0653
C#C,298,2,1.007843,112.2531
C#C,298,2,1.101961,125.4333
C#C,298,2,1.2,131.0283
C#C,298,2,1.403922,126.2053
C#C,298,2,1.596078,107.3401
C#C,298,2,1.792157,85.10318
C#C,298,2,1.996078,63.70713
