SMILES,T,p,phi,LFS (cm/s)
CC,298,1,0.7,22.82
CC,298,1,0.8,30.86
CC,298,1,0.9,37.09
CC,298,1,1,41.2
CC,298,1,1.05,42.13
CC,298,1,1.1,42.26
CC,298,1,1.2,39.65
CC,298,1,1.25,36.87
CC,298,1,1.3,33.24
CC,298,1,1.35,28.91
CC,298,1,1.4,24.19
CC,308,1,0.7,24.22
CC,308,1,0.8,32.16
CC,308,1,0.9,38.82
CC,308,1,1,42.94
CC,308,1,1.05,43.86
CC,308,1,1.1,44.05
CC,308,1,1.2,41.24
CC,308,1,1.25,38.56
CC,308,1,1.3,34.77
CC,308,1,1.35,30.26
CC,308,1,1.4,25.69
CC,318,1,0.7,25.6
CC,318,1,0.8,33.96
CC,318,1,0.9,40.71
CC,318,1,1,45.16
CC,318,1,1.05,46.04
CC,318,1,1.1,46.09
CC,318,1,1.2,43.25
CC,318,1,1.25,40.37
CC,318,1,1.3,36.5
CC,318,1,1.35,31.96
CC,318,1,1.4,27.11
CC,328,1,0.7,26.89
CC,328,1,0.8,35.83
CC,328,1,0.9,42.77
CC,328,1,1,47.21
CC,328,1,1.05,48.2
CC,328,1,1.1,48.49
CC,328,1,1.2,45.48
CC,328,1,1.25,42.36
CC,328,1,1.3,38.46
CC,328,1,1.35,33.74
CC,328,1,1.4,28.67
CC,298,1,0.7,23.33
CC,298,1,0.84,36.67
CC,298,1,1.01,45.97
CC,298,1,1.13,49.44
CC,298,1,1.25,46.75
CC,298,1,1.37,32.75
CC,423,1,0.7,44.6
CC,423,1,0.84,66.99
CC,423,1,1.01,78.31
CC,423,1,1.13,84.03
CC,423,1,1.25,78.67
CC,423,1,1.37,64
CCC,298,1,0.7,21
CCC,298,1,0.8,29
CCC,298,1,0.9,35
CCC,298,1,1,38
CCC,298,1,1.1,41
CCC,298,1,1.2,39
CCC,298,2,0.9,27
CCC,298,2,1,30.5
CCC,298,2,1.1,32
CCC,298,2,1.2,30.5
CCC,298,2,1.3,28
CCC,298,1.5,0.9,28
CCC,298,1.5,1,31.5
CCC,298,1.5,1.1,35.5
CCC,298,1.5,1.2,35
CCC,298,1.5,1.3,31
CCC,298,1,0.9,31
CCC,298,1,1,35
CCC,298,1,1.1,37
CCC,298,1,1.2,35.5
CCC,298,1,1.3,31
CCCC,295,1,0.7,19
CCCC,295,1,0.8,26.8
CCCC,295,1,0.9,33.5
CCCC,295,1,1,36.9
CCCC,295,1,1.1,38.4
CCCC,295,1,1.2,36.7
CCCC,295,1,1.3,31.6
CCCC,295,1,1.4,23.7
CCCCC,298,1,0.7,20
CCCCC,298,1,0.8,28
CCCCC,298,1,0.9,33
CCCCC,298,1,1,37
CCCCC,298,1,1.1,39
CCCCC,298,1,1.2,36
CCCCC,298,1,1.3,32
CCCCC,298,1,1.4,25
CCCCC,358,1,0.7,27
CCCCC,358,1,0.8,37
CCCCC,358,1,0.9,44
CCCCC,358,1,1,49
CCCCC,358,1,1.1,50
CCCCC,358,1,1.2,48
CCCCC,358,1,1.3,43
CCCCC,358,1,1.4,33
CCCCC,398,1,0.7,32
CCCCC,398,1,0.8,44
CCCCC,398,1,0.9,52
CCCCC,398,1,1,59
CCCCC,398,1,1.1,60
CCCCC,398,1,1.2,58
CCCCC,398,1,1.3,51
CCCCC,398,1,1.4,42
CCCCC,353,1,0.7,27.7
CCCCC,353,1,0.8,35.7
CCCCC,353,1,0.9,43.2
CCCCC,353,1,1,46.2
CCCCC,353,1,1.1,47.7
CCCCC,353,1,1.2,46.2
CCCCC,353,1,1.3,42
CCCCC,353,1,1.4,30.1
CCCCCC,373,1,0.8,36
CCCCCC,373,1,0.9,44
CCCCCC,373,1,1,48
CCCCCC,373,1,1.1,51
CCCCCC,373,1,1.2,50
CCCCCC,373,1,1.3,45
CCCCCC,373,1,1.4,35
CCCCCC,353,1,0.8,40.6
CCCCCC,353,1,0.9,47.5
CCCCCC,353,1,1,50.5
CCCCCC,353,1,1.05,50.7
CCCCCC,353,1,1.1,50.1
CCCCCC,353,1,1.2,46.3
CCCCCC,353,1,1.3,38.4
CCCCCC,353,1,1.4,27.7
CCCCCCC,353,1,0.8,37
CCCCCCC,353,1,0.9,44
CCCCCCC,353,1,1,46
CCCCCCC,353,1,1.1,48
CCCCCCC,353,1,1.2,46
CCCCCCC,353,1,1.3,41
CCCCCCC,353,1,1.4,32
CCCCCCC,353,2,0.7,24
CCCCCCC,353,2,0.8,31
CCCCCCC,353,2,0.9,38
CCCCCCC,353,2,1,42
CCCCCCC,353,2,1.1,43
CCCCCCC,353,2,1.2,40
CCCCCCC,353,2,1.3,36
CCCCCCC,353,5,0.7,16
CCCCCCC,353,5,0.8,24
CCCCCCC,353,5,0.9,29
CCCCCCC,353,5,1,33
CCCCCCC,353,5,1.1,34
CCCCCCC,298,1,0.7,20
CCCCCCC,298,1,0.8,28
CCCCCCC,298,1,0.9,32
CCCCCCC,298,1,1,36
CCCCCCC,298,1,1.1,38
CCCCCCC,298,1,1.2,36
CCCCCCC,298,1,1.3,31
CCCCCCC,298,1,1.4,23
CCCCCCC,358,1,0.7,29
CCCCCCC,358,1,0.8,38.7
CCCCCCC,358,1,0.9,46.7
CCCCCCC,358,1,1,51.3
CCCCCCC,358,1,1.1,52.2
CCCCCCC,358,1,1.2,49.5
CCCCCCC,358,1,1.3,43
CCCCCCC,358,1,1.4,35.4
CCCCCCC,398,1,0.7,35
CCCCCCC,398,1,0.8,45
CCCCCCC,398,1,0.9,52
CCCCCCC,398,1,1,59
CCCCCCC,398,1,1.1,60
CCCCCCC,398,1,1.2,58
CCCCCCC,398,1,1.3,50
CCCCCCC,398,1,1.4,41
CCCCCCCC,353,1,0.7,30
CCCCCCCC,353,1,0.8,39
CCCCCCCC,353,1,0.9,46.6
CCCCCCCC,353,1,1,50
CCCCCCCC,353,1,1.05,51.1
CCCCCCCC,353,1,1.1,50.5
CCCCCCCC,353,1,1.2,45.9
CCCCCCCC,353,1,1.3,38
CCCCCCCC,353,1,1.4,28.5
CCCCCCCCC,403,1,0.7,41
CCCCCCCCC,403,1,0.8,50
CCCCCCCCC,403,1,0.9,60
CCCCCCCCC,403,1,1,62
CCCCCCCCC,403,1,1.1,62
CCCCCCCCC,403,1,1.2,57
CCCCCCCCC,403,1,1.3,49
CCCCCCCCC,403,1,1.4,38
CCCCCCCCCC,403,1,0.7,40
CCCCCCCCCC,403,1,0.8,50
CCCCCCCCCC,403,1,0.9,59
CCCCCCCCCC,403,1,1,61
CCCCCCCCCC,403,1,1.1,61.5
CCCCCCCCCC,403,1,1.2,57
CCCCCCCCCC,403,1,1.3,49
CCCCCCCCCC,403,1,1.4,35
CCCCCCCCCCCC,403,1,0.7,41
CCCCCCCCCCCC,403,1,0.8,50
CCCCCCCCCCCC,403,1,0.9,58
CCCCCCCCCCCC,403,1,1,61
CCCCCCCCCCCC,403,1,1.1,62
CCCCCCCCCCCC,403,1,1.2,57
CCCCCCCCCCCC,403,1,1.3,48
CCCCCCCCCCCC,403,1,1.4,38
CC(C)C,298,1,0.8,25
CC(C)C,298,1,0.9,29
CC(C)C,298,1,1,32
CC(C)C,298,1,1.1,33
CC(C)C,298,1,1.2,31
CC(C)CCC,360,5,0.8,22
CC(C)CCC,360,5,0.86,26
CC(C)CCC,360,5,0.96,32.5
CC(C)CCC,360,5,1.05,34
CC(C)CCC,360,5,1.16,33
CC(C)CCC,360,5,1.26,31
CC(C)(C)CC,360,5,0.78,21.35
CC(C)(C)CC,360,5,0.88,26.79
CC(C)(C)CC,360,5,0.98,30.87
CC(C)(C)CC,360,5,1.07,33.06
CC(C)(C)CC,360,5,1.17,30.98
CC(C)(C)CC,360,5,1.27,28.85
CC(C)(C)CC,360,5,1.36,23.47
CC(C)CCCCC,353,1,0.7,26
CC(C)CCCCC,353,1,0.8,34
CC(C)CCCCC,353,1,0.9,42
CC(C)CCCCC,353,1,1,46
CC(C)CCCCC,353,1,1.1,46
CC(C)CCCCC,353,1,1.2,41
CC(C)CCCCC,353,1,1.3,32
CC(C)CCCCC,353,1,1.4,24
CCC(C)CCCC,353,1,0.7,26
CCC(C)CCCC,353,1,0.8,35
CCC(C)CCCC,353,1,0.9,42
CCC(C)CCCC,353,1,1,47
CCC(C)CCCC,353,1,1.1,47
CCC(C)CCCC,353,1,1.2,41
CCC(C)CCCC,353,1,1.3,34
CCC(C)CCCC,353,1,1.4,26
CC(C)CCC(C)C,353,1,0.7,25
CC(C)CCC(C)C,353,1,0.8,33
CC(C)CCC(C)C,353,1,0.9,40
CC(C)CCC(C)C,353,1,1,44
CC(C)CCC(C)C,353,1,1.1,44.5
CC(C)CCC(C)C,353,1,1.2,39
CC(C)CCC(C)C,353,1,1.3,32
CC(C)CCC(C)C,353,1,1.4,24
CC(C)(C)CC(C)C,300,1,0.7,15
CC(C)(C)CC(C)C,300,1,0.8,23
CC(C)(C)CC(C)C,300,1,0.9,29
CC(C)(C)CC(C)C,300,1,1,33
CC(C)(C)CC(C)C,300,1,1.1,35
CC(C)(C)CC(C)C,300,1,1.2,34
CC(C)(C)CC(C)C,300,1,1.3,27
CC(C)(C)CC(C)C,300,1,1.4,19
CC(C)(C)CC(C)C,450,2,0.7,30
CC(C)(C)CC(C)C,450,2,0.8,41
CC(C)(C)CC(C)C,450,2,0.9,50
CC(C)(C)CC(C)C,450,2,1,55
CC(C)(C)CC(C)C,450,2,1.1,58
CC(C)(C)CC(C)C,450,2,1.2,57
CC(C)(C)CC(C)C,450,2,1.3,50
CC(C)(C)CC(C)C,450,2,1.4,36
CC(C)(C)CC(C)C,298,1,0.7,17
CC(C)(C)CC(C)C,298,1,0.8,23.5
CC(C)(C)CC(C)C,298,1,0.9,29.3
CC(C)(C)CC(C)C,298,1,1,32.6
CC(C)(C)CC(C)C,298,1,1.1,34
CC(C)(C)CC(C)C,298,1,1.2,32.5
CC(C)(C)CC(C)C,298,1,1.3,28
CC(C)(C)CC(C)C,298,1,1.4,21.4
CC(C)(C)CC(C)C,358,1,0.7,26.2
CC(C)(C)CC(C)C,358,1,0.8,33.2
CC(C)(C)CC(C)C,358,1,0.9,39.9
CC(C)(C)CC(C)C,358,1,1,43.5
CC(C)(C)CC(C)C,358,1,1.1,44.6
CC(C)(C)CC(C)C,358,1,1.2,42
CC(C)(C)CC(C)C,358,1,1.3,35.6
CC(C)(C)CC(C)C,358,1,1.4,26.2
CC(C)(C)CC(C)C,398,1,0.7,30.5
CC(C)(C)CC(C)C,398,1,0.8,39.5
CC(C)(C)CC(C)C,398,1,0.9,47.8
CC(C)(C)CC(C)C,398,1,1,52.1
CC(C)(C)CC(C)C,398,1,1.1,53.3
CC(C)(C)CC(C)C,398,1,1.2,50.7
CC(C)(C)CC(C)C,398,1,1.3,44.4
CC(C)(C)CC(C)C,398,1,1.4,34.5
C1CCCC1,353,1,0.7,23.7
C1CCCC1,353,1,0.8,32.9
C1CCCC1,353,1,0.9,40.1
C1CCCC1,353,1,1,45
C1CCCC1,353,1,1.1,45.8
C1CCCC1,353,1,1.2,43.8
C1CCCC1,353,1,1.3,37.2
C1CCCC1,353,1,1.4,28
C1CCCC1,403,1,0.7,29.3
C1CCCC1,403,1,0.8,41
C1CCCC1,403,1,0.9,48.3
C1CCCC1,403,1,1,53.7
C1CCCC1,403,1,1.1,56.6
C1CCCC1,403,1,1.2,53.5
C1CCCC1,403,1,1.3,47.8
C1CCCC1,403,1,1.4,37.7
C1CCCC1,453,1,0.7,38.2
C1CCCC1,453,1,0.8,50
C1CCCC1,453,1,0.9,60.2
C1CCCC1,453,1,1,68
C1CCCC1,453,1,1.1,70
C1CCCC1,453,1,1.2,67
C1CCCC1,453,1,1.3,59.4
C1CCCC1,453,1,1.4,47.9
C1CCCC1,403,2,0.7,24.6
C1CCCC1,403,2,0.8,33
C1CCCC1,403,2,0.9,41.3
C1CCCC1,403,2,1,46.4
C1CCCC1,403,2,1.1,47.9
C1CCCC1,403,2,1.2,45.1
C1CCCC1,403,2,1.3,37.2
C1CCCC1,403,2,1.4,28.4
C1CCCC1,403,5,0.7,17.8
C1CCCC1,403,5,0.8,25.5
C1CCCC1,403,5,0.9,32.7
C1CCCC1,403,5,1,35.4
C1CCCC1,403,5,1.1,36.7
C1CCCC1,403,5,1.2,34.3
C1CCCCC1,353,1,0.7,26
C1CCCCC1,353,1,0.8,36
C1CCCCC1,353,1,0.9,44
C1CCCCC1,353,1,1,46
C1CCCCC1,353,1,1.1,48
C1CCCCC1,353,1,1.2,45
C1CCCCC1,353,1,1.3,40
C1CCCCC1,353,1,1.4,33
C1CCCCC1,403,1,0.7,35
C1CCCCC1,403,1,0.8,45
C1CCCCC1,403,1,0.9,54
C1CCCCC1,403,1,1,57
C1CCCCC1,403,1,1.1,58
C1CCCCC1,403,1,1.2,56
C1CCCCC1,403,1,1.3,51
C1CCCCC1,403,1,1.4,44
C1CCCCC1,453,1,0.7,42
C1CCCCC1,453,1,0.8,54
C1CCCCC1,453,1,0.9,65
C1CCCCC1,453,1,1,70
C1CCCCC1,453,1,1.1,73
C1CCCCC1,453,1,1.2,69
C1CCCCC1,453,1,1.3,64
C1CCCCC1,453,1,1.4,54.5
C1CCCCC1,403,2,0.7,29
C1CCCCC1,403,2,0.8,37
C1CCCCC1,403,2,0.9,45
C1CCCCC1,403,2,1,50
C1CCCCC1,403,2,1.1,51
C1CCCCC1,403,2,1.2,49
C1CCCCC1,403,2,1.3,45
C1CCCCC1,403,2,1.4,36
C1CCCCC1,403,5,0.7,17
C1CCCCC1,403,5,0.8,28
C1CCCCC1,403,5,0.9,35
C1CCCCC1,403,5,1,39
C1CCCCC1,403,5,1.1,40
C1CCCCC1,403,5,1.2,38
C1CCCCC1,353,1,0.7,32.8
C1CCCCC1,353,1,0.8,41.4
C1CCCCC1,353,1,0.9,48.37
C1CCCCC1,353,1,1,51
C1CCCCC1,353,1,1.05,52.8
C1CCCCC1,353,1,1.1,51
C1CCCCC1,353,1,1.2,46.8
C1CCCCC1,353,1,1.3,38
C1CCCCC1,353,1,1.4,29
CC1CCCCC1,400,1,0.7,35
CC1CCCCC1,400,1,0.8,46
CC1CCCCC1,400,1,0.9,54
CC1CCCCC1,400,1,1,58
CC1CCCCC1,400,1,1.1,62
CC1CCCCC1,400,1,1.2,60
CC1CCCCC1,400,1,1.3,53
CC1CCCCC1,400,1,1.4,43
CC1CCCCC1,400,3,0.7,26
CC1CCCCC1,400,3,0.8,35.5
CC1CCCCC1,400,3,0.9,42
CC1CCCCC1,400,3,1,46
CC1CCCCC1,400,3,1.1,45
CC1CCCCC1,400,3,1.2,43
CC1CCCCC1,400,3,1.3,36
CC1CCCCC1,400,3,1.4,29
CC1CCCCC1,450,1,0.7,48
CC1CCCCC1,450,1,0.8,60
CC1CCCCC1,450,1,0.9,68
CC1CCCCC1,450,1,1,71
CC1CCCCC1,450,1,1.1,73
CC1CCCCC1,450,1,1.2,68
CC1CCCCC1,450,1,1.3,56
CC1CCCCC1,450,1,1.4,47
CC1CCCCC1,450,3,0.7,36
CC1CCCCC1,450,3,0.8,45
CC1CCCCC1,450,3,0.9,55
CC1CCCCC1,450,3,1,59
CC1CCCCC1,450,3,1.1,58
CC1CCCCC1,450,3,1.2,51
CC1CCCCC1,450,3,1.3,43
CC1CCCCC1,450,3,1.4,35
CCC1CCCCC1,353,1,0.68,26
CCC1CCCCC1,353,1,0.78,35
CCC1CCCCC1,353,1,0.88,41
CCC1CCCCC1,353,1,0.98,45
CCC1CCCCC1,353,1,1.08,46
CCC1CCCCC1,353,1,1.18,45
CCC1CCCCC1,353,1,1.28,40
CCC1CCCCC1,353,2,0.68,24
CCC1CCCCC1,353,2,0.78,30
CCC1CCCCC1,353,2,0.88,35
CCC1CCCCC1,353,2,0.98,39
CCC1CCCCC1,353,2,1.08,41
CCC1CCCCC1,353,2,1.18,38
CCC1CCCCC1,353,2,1.28,34
CCC1CCCCC1,353,2,1.38,26
CCC1CCCCC1,353,5,0.68,16
CCC1CCCCC1,353,5,0.78,23
CCC1CCCCC1,353,5,0.88,28
CCC1CCCCC1,353,5,0.98,31
CCC1CCCCC1,353,5,1.08,32
CCCC1CCCCC1,353,1,0.7,31
CCCC1CCCCC1,353,1,0.8,37
CCCC1CCCCC1,353,1,0.9,44
CCCC1CCCCC1,353,1,1,46
CCCC1CCCCC1,353,1,1.1,47
CCCC1CCCCC1,353,1,1.2,43
CCCC1CCCCC1,353,1,1.3,36
CCCC1CCCCC1,353,1,1.4,27
CCCCC1CCCCC1,353,1,0.7,30
CCCCC1CCCCC1,353,1,0.8,40
CCCCC1CCCCC1,353,1,0.9,44
CCCCC1CCCCC1,353,1,1,46
CCCCC1CCCCC1,353,1,1.1,47
CCCCC1CCCCC1,353,1,1.2,43
CCCCC1CCCCC1,353,1,1.3,35
CCCCC1CCCCC1,353,1,1.4,28
C=C,298,1,0.7,39.07
C=C,298,1,0.8,51.06
C=C,298,1,0.9,60.75
C=C,298,1,1,67.19
C=C,298,1,1.1,70.24
C=C,298,1,1.2,69.83
C=C,298,1,1.3,65.35
C=C,298,1,1.4,57.14
C=C,298,1,0.7,31.43
C=C,298,1,0.8,45.06
C=C,298,1,0.9,55.65
C=C,298,1,1,62.86
C=C,298,1,1.1,66.37
C=C,298,1,1.2,66.31
C=C,298,1,1.3,62.14
C=C,298,1,1.4,55.24
C=C,298,1,0.7,36.89
C=C,298,1,0.75,40.79
C=C,298,1,0.8,47.11
C=C,298,1,0.9,57.14
C=C,298,1,0.95,59.84
C=C,298,1,1,61.7
C=C,298,1,1.1,66.16
C=C,298,1,1.15,67.36
C=C,298,1,1.2,66.71
C=C,298,1,1.3,61.23
C=C,298,1,1.4,51.75
C=CC,298,1,0.7,25
C=CC,298,1,0.8,32
C=CC,298,1,0.9,39
C=CC,298,1,1,45
C=CC,298,1,1.1,46
C=CC,298,1,1.2,45
C=CC,298,1,1.3,40
C=CC,298,1,1.4,31
C=CC,358,1,0.7,32
C=CC,358,1,0.8,43
C=CC,358,1,0.9,52
C=CC,358,1,1,58
C=CC,358,1,1.1,61
C=CC,358,1,1.2,59
C=CC,358,1,1.3,53
C=CC,358,1,1.4,45
C=CC,398,1,0.7,41
C=CC,398,1,0.8,54
C=CC,398,1,0.9,65
C=CC,398,1,1,71
C=CC,398,1,1.1,73
C=CC,398,1,1.2,71
C=CC,398,1,1.3,64
C=CC,398,1,1.4,52
C=CCC,350,1,0.7,37.2
C=CCC,350,1,0.8,46.4
C=CCC,350,1,0.9,53
C=CCC,350,1,1,55.7
C=CCC,350,1,1.1,57.4
C=CCC,350,1,1.2,56
C=CCC,350,1,1.3,51.3
C=CCC,350,1,1.4,45.2
C=CCC,400,1,0.7,48.4
C=CCC,400,1,0.8,60.2
C=CCC,400,1,0.9,67.3
C=CCC,400,1,1,71.4
C=CCC,400,1,1.1,75.1
C=CCC,400,1,1.2,71.1
C=CCC,400,1,1.3,65.6
C=CCC,400,1,1.4,58.2
C=CCC,450,1,0.7,60.6
C=CCC,450,1,0.8,74.1
C=CCC,450,1,0.9,84
C=CCC,450,1,1,88
C=CCC,450,1,1.1,88.5
C=CCC,450,1,1.2,87.4
C=CCC,450,1,1.3,81
C=CCC,450,1,1.4,69
C=CCC,298,1,0.7,25
C=CCC,298,1,0.8,32
C=CCC,298,1,0.9,38.3
C=CCC,298,1,1,41.5
C=CCC,298,1,1.1,42.5
C=CCC,298,1,1.2,40
C=CCC,298,1,1.3,33
C=CCC,298,1,1.4,25.4
C=CCC,300,1,0.7,21.73
C=CCC,300,1,0.8,31.29
C=CCC,300,1,0.9,37.07
C=CCC,300,1,1,40.54
C=CCC,300,1,1.1,41.39
C=CCC,300,1,1.2,40.77
C=CCC,300,1,1.3,35.38
C=CCC,300,1,1.4,28.44
C=CCC,300,2,0.7,19.15
C=CCC,300,2,0.8,25.71
C=CCC,300,2,0.9,32.28
C=CCC,300,2,1,35.52
C=CCC,300,2,1.1,37.14
C=CCC,300,2,1.2,34.83
C=CCC,300,2,1.3,30.66
C=CCC,300,2,1.4,23.63
C=CCC,300,5,0.7,13
C=CCC,300,5,0.8,18.72
C=CCC,300,5,0.9,23.83
C=CCC,300,5,1,27.39
C=CCC,300,5,1.1,28.94
C=CCC,300,5,1.2,27.78
CC=CC,298,1,0.7,22.2
CC=CC,298,1,0.8,30.7
CC=CC,298,1,1,39.5
CC=CC,298,1,1.2,36.1
CC=CC,298,1,1.4,21.2
CC=CC,300,1,0.8,30
CC=CC,300,1,0.9,35.4
CC=CC,300,1,1,39.5
CC=CC,300,1,1.1,41.2
CC=CC,300,1,1.2,40.5
CC=CC,300,1,1.3,36.4
CC=CC,300,1,1.4,29.6
CC=CC,298,1,0.7,18.9
CC=CC,298,1,0.8,28.1
CC=CC,298,1,0.9,34.9
CC=CC,298,1,1,38.6
CC=CC,298,1,1.1,40.3
CC=CC,298,1,1.2,39
CC=CC,298,1,1.3,33.6
CC=CC,298,1,1.4,27.4
CC=CC,298,2,0.7,14.7
CC=CC,298,2,0.8,23.5
CC=CC,298,2,0.9,29.2
CC=CC,298,2,1,32.7
CC=CC,298,2,1.1,34.6
CC=CC,298,2,1.2,33.2
CC=CC,298,2,1.3,28.7
CC=CC,298,2,1.4,22.1
CC=CC,298,5,0.7,10.4
CC=CC,298,5,0.8,16.2
CC=CC,298,5,0.9,21
CC=CC,298,5,1,25.1
CC=CC,298,5,1.1,25.9
CC=CC,298,5,1.2,24.4
C=CCCC,350,1,0.7,31
C=CCCC,350,1,0.8,41
C=CCCC,350,1,0.9,48
C=CCCC,350,1,1,53
C=CCCC,350,1,1.1,54
C=CCCC,350,1,1.2,50
C=CCCC,350,1,1.3,43
C=CCCC,350,1,1.4,31
C=CCCC,450,1,0.7,57
C=CCCC,450,1,0.8,70
C=CCCC,450,1,0.9,76
C=CCCC,450,1,1,77
C=CCCC,450,1,1.1,80
C=CCCC,450,1,1.2,75
C=CCCC,450,1,1.3,65
C=CCCC,450,1,1.4,51
C=CCCC,350,3,0.7,22
C=CCCC,350,3,0.8,30
C=CCCC,350,3,0.9,36
C=CCCC,350,3,1,40
C=CCCC,350,3,1.1,42
C=CCCC,350,3,1.2,37
C=CCCC,350,3,1.3,31
C=CCCC,350,3,1.4,25
C=CCCC,450,3,0.7,42
C=CCCC,450,3,0.8,54
C=CCCC,450,3,0.9,57
C=CCCC,450,3,1,61
C=CCCC,450,3,1.1,64
C=CCCC,450,3,1.2,60
C=CCCC,450,3,1.3,55
C=CCCC,450,3,1.4,44
C=CCCC,353,1,0.7,27.7
C=CCCC,353,1,0.8,39.7
C=CCCC,353,1,0.9,44.3
C=CCCC,353,1,1,51
C=CCCC,353,1,1.1,53.1
C=CCCC,353,1,1.2,51
C=CCCC,353,1,1.3,44.2
C=CCCC,353,1,1.4,35.2
C=CCCC,353,2,0.7,22.5
C=CCCC,353,2,0.8,31.3
C=CCCC,353,2,0.9,38.4
C=CCCC,353,2,1,43.7
C=CCCC,353,2,1.1,45
C=CCCC,353,2,1.2,43
C=CCCC,353,2,1.3,38.8
C=CCCC,353,2,1.4,31.5
C=CCCC,353,4,0.7,17.7
C=CCCC,353,4,0.8,25.4
C=CCCC,353,4,0.9,32.3
C=CCCC,353,4,1,37.3
C=CCCC,353,4,1.1,38.8
C=CCCC,393,1,0.7,35
C=CCCC,393,1,0.8,45
C=CCCC,393,1,0.9,52.7
C=CCCC,393,1,1,59.4
C=CCCC,393,1,1.1,62
C=CCCC,393,1,1.2,60.8
C=CCCC,393,1,1.3,54.4
C=CCCC,393,1,1.4,44.6
C=CCCC,433,1,0.7,41.4
C=CCCC,433,1,0.8,54.1
C=CCCC,433,1,0.9,62
C=CCCC,433,1,1,68.7
C=CCCC,433,1,1.1,71.4
C=CCCC,433,1,1.2,69
C=CCCC,433,1,1.3,63.2
C=CCCC,433,1,1.4,53.9
CC=CCC,353,1,0.7,28
CC=CCC,353,1,0.8,37
CC=CCC,353,1,0.9,45
CC=CCC,353,1,1,48
CC=CCC,353,1,1.1,52
CC=CCC,353,1,1.2,50
CC=CCC,353,1,1.3,44
CC=CCC,353,1,1.4,35
C=CCCCC,413,1,0.8,49
C=CCCCC,413,1,0.9,57
C=CCCCC,413,1,1,62
C=CCCCC,413,1,1.1,65
C=CCCCC,413,1,1.2,65.5
C=CCCCC,413,1,1.3,64
C=CCCCC,413,1,1.4,54
C=CCCCC,413,5,0.8,31
C=CCCCC,413,5,0.9,39
C=CCCCC,413,5,1,45
C=CCCCC,413,5,1.1,47
C=CCCCC,413,2,0.8,40
C=CCCCC,413,2,0.9,48
C=CCCCC,413,2,1,55
C=CCCCC,413,2,1.1,59
C=CCCCC,413,2,1.2,58
C=CCCCC,413,2,1.3,54
C=CCCCC,413,2,1.4,44
C=CCCCC,373,1,0.8,40
C=CCCCC,373,1,0.9,48
C=CCCCC,373,1,1,52
C=CCCCC,373,1,1.1,56
C=CCCCC,373,1,1.2,55
C=CCCCC,373,1,1.3,52
C=CCCCC,373,1,1.4,45
C=CCCCC,453,1,0.8,55
C=CCCCC,453,1,0.9,66
C=CCCCC,453,1,1,73
C=CCCCC,453,1,1.1,76
C=CCCCC,453,1,1.2,77
C=CCCCC,453,1,1.3,72
C=CCCCC,453,1,1.4,64
C=CCCCC,300,1,0.7,23
C=CCCCC,300,1,0.8,30
C=CCCCC,300,1,0.9,39
C=CCCCC,300,1,1,44
C=CCCCC,300,1,1.1,45.5
C=CCCCC,300,1,1.2,45
C=CCCCC,300,1,1.3,39
C=CCCCC,300,1,1.4,29
C=CCCCC,450,2,0.7,41
C=CCCCC,450,2,0.8,58
C=CCCCC,450,2,0.9,69
C=CCCCC,450,2,1,76
C=CCCCC,450,2,1.1,80
C=CCCCC,450,2,1.2,77
C=CCCCC,450,2,1.3,70
C=CCCCC,450,2,1.4,55
C=CCCCC,373,1,0.7,30.3
C=CCCCC,373,1,0.8,41
C=CCCCC,373,1,0.9,48
C=CCCCC,373,1,1,52.3
C=CCCCC,373,1,1.1,53.2
C=CCCCC,373,1,1.2,52.6
C=CCCCC,373,1,1.3,48.9
C=CCCCC,373,1,1.4,40.7
C=CCCCC,373,2,0.7,25.7
C=CCCCC,373,2,0.8,34.9
C=CCCCC,373,2,0.9,42.2
C=CCCCC,373,2,1,46.4
C=CCCCC,373,2,1.1,47.5
C=CCCCC,373,2,1.2,46.8
C=CCCCC,373,2,1.3,42
C=CCCCC,373,2,1.4,34.3
C=CCCCC,373,5,0.7,19.6
C=CCCCC,373,5,0.8,27.4
C=CCCCC,373,5,0.9,34.2
C=CCCCC,373,5,1,38.5
C=CCCCC,373,5,1.1,39.1
CC=CCCC,373,1,0.8,40
CC=CCCC,373,1,0.9,47
CC=CCCC,373,1,1,52
CC=CCCC,373,1,1.1,55
CC=CCCC,373,1,1.2,54
CC=CCCC,373,1,1.3,48
CC=CCCC,373,1,1.4,40
CC=CCCC,413,1,0.8,47
CC=CCCC,413,1,0.9,56
CC=CCCC,413,1,1,61
CC=CCCC,413,1,1.1,65
CC=CCCC,413,1,1.2,64
CC=CCCC,413,1,1.3,57
CC=CCCC,413,1,1.4,50
CCC=CCC,373,1,0.8,38
CCC=CCC,373,1,0.9,46
CCC=CCC,373,1,1,52
CCC=CCC,373,1,1.1,55
CCC=CCC,373,1,1.2,54
CCC=CCC,373,1,1.3,48
CCC=CCC,373,1,1.4,40
C=CCCCCC,373,5,0.7,20
C=CCCCCC,373,5,0.8,29
C=CCCCCC,373,5,0.9,36
C=CCCCCC,373,5,1,41
C=CCCCCC,373,5,1.1,42
C=CCCCCC,373,2,0.7,27
C=CCCCCC,373,2,0.8,36
C=CCCCCC,373,2,0.9,45
C=CCCCCC,373,2,1,49
C=CCCCCC,373,2,1.1,51
C=CCCCCC,373,2,1.2,50
C=CCCCCC,373,2,1.3,44
